OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,LotArea,BedroomAbvGr,SalePrice
6,1082,1,240,1082,1,1948,1950,11664,2,119200
8,1665,2,528,810,2,2001,2001,8400,3,227000
7,1504,2,478,1504,2,1996,1996,11883,3,203000
8,1360,2,565,1220,1,1984,1984,5814,1,187500
7,1472,2,402,384,2,1991,1992,10784,3,160000
7,1506,2,440,1362,2,2005,2005,3013,2,213490
4,1132,2,451,1132,1,2005,2005,7024,2,176000
7,1220,2,632,1199,2,2006,2006,7406,2,194000
5,1248,1,160,912,1,1930,1950,9439,2,87000
7,1504,2,437,1346,2,2005,2006,3182,2,191000
8,2898,2,665,1565,2,1976,1976,15498,2,287000
5,882,2,461,882,1,1972,1972,7700,3,112500
5,1264,2,461,1268,1,1960,1960,9300,3,167500
8,1646,3,800,1638,2,2007,2008,9520,3,293077
5,1376,1,240,768,1,1941,1950,9492,3,105000
6,1218,1,264,672,1,1972,1972,1680,3,118000
5,1928,0,0,686,2,1916,1995,7082,5,160000
7,3082,2,672,824,2,1920,1970,15863,5,197000
8,2520,3,796,1338,2,1993,1993,14541,5,310000
7,1654,3,900,1654,2,2002,2002,8125,3,230000
5,954,1,240,920,1,1938,1950,6305,2,119750
4,845,1,290,0,1,1957,1957,11500,3,84000
9,1620,3,912,1620,2,2007,2008,12898,2,315500
8,2263,2,905,1055,2,2001,2002,9240,3,287000
4,1344,0,0,546,1,1970,2008,1533,3,97000
4,630,1,286,630,1,1970,1970,1477,1,80000
5,1803,2,484,1134,2,1957,2000,13125,3,155000
6,1632,2,484,800,1,1966,2000,9130,4,173000
6,1306,2,624,1306,2,2005,2005,5381,1,196000
7,2329,2,514,1475,2,1990,1990,11839,4,262280
8,2524,2,542,2524,2,1981,1981,9600,4,278000
3,1733,2,452,0,2,1955,1955,13680,4,139600
9,2868,3,716,1992,3,2005,2006,16056,4,556581
5,990,2,672,990,1,1994,1995,9245,3,145000
5,1771,2,336,0,1,1960,2006,21750,3,115000
4,930,1,308,0,1,1946,2006,11100,2,84900
7,1302,2,436,1302,2,2007,2007,8993,3,176485
7,1316,2,440,1316,2,2007,2007,11175,3,200141
6,1977,2,540,816,1,1964,1978,9500,4,165000
5,1526,1,364,1216,1,1957,2002,8562,4,144500
8,1989,2,586,1065,2,2002,2002,11367,3,255000
6,1523,2,478,1193,2,1976,1976,11361,3,180000
7,1364,2,484,1364,2,2005,2005,7052,2,185850
7,1850,2,467,973,2,1994,1994,29959,3,248000
9,2184,3,836,1104,2,2008,2008,11308,3,335000
6,1991,2,432,854,1,1932,1950,11275,3,220000
8,1338,2,582,1338,2,2001,2001,4920,2,213500
3,894,3,1248,894,1,1935,1950,18000,2,81000
5,2337,2,560,662,2,1900,1950,13600,5,90000
6,1103,2,440,1103,1,1925,1980,6000,2,110500
5,1154,2,480,1154,1,1966,1966,11000,3,154000
7,2260,2,533,1306,2,1996,1997,14000,3,328000
6,1571,2,380,799,2,1993,1994,7837,3,178000
6,1611,2,442,780,1,1964,1964,9760,4,167900
6,2521,2,576,942,2,1973,1973,3964,5,151400
5,893,2,576,845,1,1949,2003,9600,2,135000
5,1048,1,286,1048,1,1956,1956,10152,3,135000
6,1556,2,441,727,1,1968,1968,11700,4,154000
5,1456,1,280,810,1,1948,1950,7585,4,91500
6,1426,2,440,690,1,1977,1977,7950,3,159500
7,1240,3,826,1240,2,2006,2006,8556,2,194000
7,1740,1,240,800,1,1940,1984,13125,3,219500
5,1466,2,566,796,2,1936,1989,10800,3,170000
5,1096,1,299,1096,1,1969,1969,15870,3,138800
6,848,2,420,848,1,2004,2004,4435,1,155900
5,990,1,299,990,1,1994,1994,8775,3,126000
6,1258,2,528,1258,2,1971,2004,11040,3,145000
5,1040,1,308,1040,1,1963,1963,7500,3,133000
7,1459,2,527,1459,2,2002,2002,8749,3,192000
6,1251,1,461,1251,1,1964,1964,8800,3,160000
6,1498,2,409,691,2,1995,1996,13031,3,187500
6,996,2,564,936,1,1992,1992,9069,2,147000
4,1092,1,286,546,1,1973,1973,1974,3,83500
8,1953,3,1043,1082,2,2005,2006,10574,3,252000
7,1709,2,380,970,2,2004,2004,2522,3,137500
8,1247,2,550,1247,1,2005,2005,3316,1,197000
3,1040,2,400,0,2,1950,1950,8544,2,92900
7,1252,2,462,600,2,1999,2000,2160,2,160000
6,1694,2,576,1181,2,1925,1950,8400,4,136500
5,1200,2,884,864,1,1965,1998,9230,1,146000
5,936,1,308,936,1,1956,2000,5868,2,129000
6,1314,2,440,1314,2,2006,2006,9317,3,176432
6,1355,0,0,684,1,1914,2006,6882,3,127000
8,1088,2,461,1074,1,1986,1986,3696,2,170000
4,1324,1,240,672,1,1936,1950,6000,3,128000
7,1601,2,478,1271,2,1978,1978,11880,3,157000
2,438,1,246,290,1,1920,1950,8400,1,60000
5,950,1,280,950,1,1971,1971,9758,3,119500
5,1134,1,254,1010,1,1960,2002,7000,2,135000
6,1194,2,539,655,1,1959,1959,8910,3,159500
5,1302,2,440,630,2,1970,1970,2016,3,106000
8,2622,2,712,1463,2,1994,1995,12256,3,325000
7,1442,2,719,910,2,1990,1991,10357,3,179900
7,2021,2,422,868,2,2006,2006,23257,3,274725
6,1690,2,463,924,2,2000,2000,8063,3,181000
8,1836,3,862,1836,2,2004,2005,11362,3,280000
6,1658,2,431,773,2,1995,1996,8000,3,188000
7,1964,2,483,803,2,1976,1976,10480,4,205000
5,816,1,308,816,1,1957,1957,7100,2,129900
5,1008,1,240,1008,1,1953,2006,8923,2,134500
5,833,1,326,833,1,1954,2000,5400,2,117000
8,1734,3,928,1734,2,2007,2007,12085,3,318000
8,1419,2,527,408,2,2002,2002,7750,3,184100
5,894,2,450,894,1,1967,2003,9764,3,130000
5,1601,1,300,533,1,1958,1987,13825,3,140000
5,1040,1,286,1040,1,1959,1959,7560,3,133700
6,1012,1,308,1012,1,1920,1950,8263,2,118400
7,1552,3,782,1552,2,2005,2006,10084,3,212900
4,960,1,288,672,1,1956,1956,8926,3,112000
5,698,0,0,698,1,1947,2008,9405,2,118000
7,1482,2,392,384,2,1992,1992,9125,3,163900
4,1005,2,672,1005,1,1955,1955,10434,2,115000
7,1555,3,660,1373,2,2007,2007,3684,2,174000
7,1530,3,630,1530,2,2004,2004,14572,3,259000
7,1959,2,434,847,2,2004,2005,11796,4,215000
5,936,2,672,936,1,1980,1980,7200,2,140000
4,1981,2,576,1122,2,1928,1950,7804,4,135000
5,974,0,0,974,1,1991,1992,10712,3,93500
6,2210,1,205,1008,2,1880,1950,9900,5,117500
8,2020,2,466,1128,2,1995,1995,9828,3,239500
6,1600,2,460,916,2,1997,1997,8773,3,169000
6,986,1,180,960,1,1926,1950,6180,2,102000
6,1252,1,288,1032,1,1950,1950,9600,3,119000
5,1020,0,0,780,1,1875,1996,6342,2,94000
6,1567,2,714,1567,2,1977,1977,9819,2,196000
5,1167,2,495,915,1,1920,1950,8731,3,144000
5,952,2,840,952,1,1951,1951,7350,2,139000
5,1868,2,484,780,2,1976,1976,10304,4,197500
8,2828,3,1052,1466,3,2006,2007,9965,4,424870
5,1006,0,0,1006,1,1959,1959,9000,3,80000
4,924,1,280,672,1,1941,1950,12180,2,80000
5,1576,1,225,1042,1,1928,1950,6240,3,149000
6,1298,2,403,1298,2,1985,1985,11200,3,180000
7,1564,1,234,704,1,1941,1950,12000,3,174500
7,1111,1,288,572,1,1926,1950,5700,2,116900
7,1482,2,324,650,1,1920,1988,9000,3,143000
6,932,1,306,932,1,1950,1950,8280,2,124000
5,1466,2,528,1466,1,1959,1959,17755,3,149900
6,1811,2,470,1073,1,1956,2004,14115,2,230000
6,816,1,432,816,1,1930,2007,5890,2,120500
7,1820,2,492,864,1,1965,1988,13700,4,201800
5,1437,2,528,1437,2,1976,2004,10768,3,218000
5,1265,2,502,1219,2,1965,1999,9350,3,179900
7,1314,2,626,1314,2,2007,2008,5001,2,230000
8,1580,3,830,1580,2,2007,2008,11932,3,235128
6,1876,2,540,901,2,1974,1974,9120,4,185000
6,1456,2,440,855,2,1978,1978,2280,3,146000
6,1640,2,924,1296,1,1954,2006,14778,3,224000
5,894,2,450,894,1,1968,1968,8724,3,129000
4,1258,2,400,1198,0,1969,1969,12900,0,108959
5,1432,2,588,1360,1,1978,1978,16157,2,194000
7,1502,2,644,1502,2,2009,2009,9541,3,233170
8,1694,3,776,1694,2,2008,2008,10475,3,245350
6,1671,2,472,959,2,2000,2000,10852,3,173000
6,2108,2,540,1127,2,1935,1986,13728,4,235000
10,3627,3,807,1930,3,1995,1996,35760,4,625000
6,1118,1,358,1096,1,1977,1977,9880,3,171000
6,1261,2,433,1261,1,1958,1958,9120,3,163000
7,1250,2,625,625,2,2006,2007,4017,2,171900
5,3086,0,0,1598,3,1946,1994,18030,3,200500
6,2345,2,360,952,2,1932,1950,16560,4,239000
8,2872,2,541,1683,2,1992,2000,10678,4,285000
5,923,1,264,876,1,1984,1985,6951,3,119500
6,1224,1,210,818,1,1926,2004,3950,3,115000
5,1343,1,186,731,1,1921,1950,7681,3,154900
5,1124,0,0,0,1,1954,1954,8335,3,93000
7,2514,2,693,1216,2,1990,1991,11170,4,250000
8,1652,2,482,1600,2,2008,2008,5587,2,392500
10,4476,3,813,2396,3,1996,1996,15623,4,745000
5,1130,2,720,1120,1,1920,1950,10800,2,120000
5,1572,3,995,1572,1,1963,1963,35133,3,186700
5,1221,1,392,784,1,1924,1950,9738,4,104900
3,1699,2,420,978,2,1900,1970,10615,3,95000
8,1624,3,757,1624,2,1994,1995,12461,2,262000
7,1660,2,493,831,2,2002,2002,8935,3,195000
7,1804,2,442,994,2,1999,1999,7500,3,189000
4,1622,4,1356,1249,1,1961,1975,32463,3,168000
8,1441,2,492,776,2,1999,2000,2645,2,174000
5,1472,1,250,702,1,1925,1994,9600,3,125000
6,1224,2,402,1224,2,1999,1999,4500,2,165000
6,1352,1,299,663,1,1969,1969,9364,4,158000
6,1456,2,400,728,2,2005,2005,8029,3,176000
7,1863,3,660,879,2,2006,2006,14054,4,219210
7,1690,1,225,815,1,1916,1950,8850,3,144000
7,1212,2,573,1212,2,2001,2001,9100,3,178000
4,1382,2,459,1051,1,1963,1979,11235,3,148000
4,864,1,280,864,1,1970,1970,9353,3,116050
7,1779,2,546,866,2,1998,1998,10400,3,197900
5,1348,1,216,884,1,1925,1997,6000,3,117000
7,1630,2,451,1630,2,2000,2001,9750,3,213000
5,1074,2,495,1056,1,1975,1975,10140,3,153500
7,2196,3,701,2158,2,1990,1991,14684,3,271900
4,1056,1,384,1056,1,1966,1966,8900,2,107000
6,1700,2,544,1682,2,2003,2003,9135,3,200000
5,1283,2,506,931,1,1962,1980,7763,3,140000
8,1660,2,500,1660,2,2006,2006,10182,3,290000
6,1845,2,462,1055,2,1992,1992,11218,3,189000
8,1752,2,492,559,2,1988,2005,12134,4,164000
4,672,1,234,672,1,1941,1950,9340,2,113000
4,960,1,364,648,0,1965,2001,10246,0,145000
5,999,1,300,925,1,1962,1962,10205,3,134500
5,894,1,384,894,1,1966,1966,7094,3,125000
6,1902,2,539,0,2,1978,1978,8930,4,112000
8,1314,2,552,1300,2,2009,2009,8640,3,229456
4,912,0,0,0,1,1947,1950,6240,2,80500
6,1218,0,0,672,1,1971,1971,1680,3,91500
5,912,1,288,912,1,1964,1964,7800,2,115000
5,1211,1,322,952,1,1968,1968,8250,3,134000
6,1846,1,315,1040,2,1949,1950,10496,3,143000
5,2136,2,528,2136,2,1951,1951,10680,4,137900
7,1490,2,388,788,2,2004,2005,15384,3,184000
6,1138,1,264,588,1,1958,1958,10482,3,145000
6,1933,3,668,894,2,2007,2007,14598,4,214000
5,912,2,576,912,1,1965,2008,8872,2,147000
9,1702,3,1052,1702,1,2008,2008,8769,1,367294
5,1507,1,404,1075,2,1960,1960,7910,4,127000
5,2620,2,600,1361,2,1977,1977,18890,4,190000
5,1190,2,540,1106,1,1962,1962,7728,3,132500
4,1224,2,462,0,2,1962,1962,9842,2,101800
5,1188,2,531,1188,1,1959,1959,12160,3,142000
5,1964,0,0,940,1,1911,1950,8525,4,130000
5,1784,1,180,747,1,1914,1950,13132,4,138887
7,1626,2,474,764,2,2003,2003,2628,2,175500
7,1948,2,434,847,2,2004,2005,12393,4,195000
6,1141,2,484,1141,1,2005,2005,13072,3,142500
8,1484,2,472,1476,2,2006,2006,9037,2,265900
7,1768,2,543,884,2,2003,2003,8158,3,224900
7,1689,3,954,1689,2,2007,2007,9849,3,248328
7,1173,2,528,1053,2,1974,1974,10625,3,170000
10,2076,3,850,2076,2,2006,2006,13891,2,465000
8,1517,2,400,792,1,1929,1950,11435,3,230000
6,1868,2,477,585,3,1984,2003,12090,3,178000
7,1553,2,615,756,2,2005,2006,8125,3,186500
6,1034,3,888,1012,1,1976,1976,12328,3,169900
6,2058,2,396,735,1,1917,1950,9600,3,129500
5,988,1,276,876,1,1950,1950,7200,3,119000
7,2110,2,522,2110,2,1968,1968,11160,3,244000
7,1405,2,478,1405,2,2003,2003,3136,2,171750
5,874,1,288,864,1,1968,1968,9858,3,130000
7,2167,2,518,1192,2,1974,2003,17542,3,294000
7,1656,2,397,746,2,2003,2004,6931,3,165400
6,1367,1,560,884,1,1931,1950,6240,3,127500
8,1987,2,691,1986,2,1994,1994,14303,2,301500
5,864,0,0,864,1,1922,1950,4060,2,99900
7,1166,2,400,856,2,2005,2005,9587,2,190000
6,1054,2,460,1054,1,1969,1969,9750,3,151000
6,1675,2,502,841,2,1999,1999,24682,3,181000
5,1050,1,338,1050,1,1956,1956,9600,2,128900
4,1788,1,304,1104,1,1957,1989,11250,5,161500
6,1824,2,520,764,1,1919,1950,13515,3,180500
6,1337,2,511,1405,2,1998,1999,4060,2,181000
7,1452,2,506,691,2,1999,1999,3735,3,183900
7,1889,1,308,925,1,1910,1950,10120,4,122000
9,2018,3,746,2002,2,2008,2009,13214,3,378500
8,3447,3,1014,728,3,1935,1997,14100,4,381000
5,1524,1,315,874,1,1958,1958,11344,3,144000
7,1524,2,586,1332,0,1979,1979,23595,0,260000
6,1489,2,462,1489,2,1968,1968,9156,3,185750
5,935,1,288,935,1,1965,1965,13526,3,137000
6,1357,1,312,1019,1,1959,2006,11512,2,177000
5,1250,2,552,661,2,1910,2003,5362,3,139000
5,1920,2,400,928,2,1948,1950,11345,4,137000
6,1395,2,497,723,1,1972,1972,12936,3,162000
6,1724,2,480,1680,1,1967,1976,17871,3,197900
8,2031,2,577,1128,2,2002,2002,9473,3,237000
4,1128,2,528,698,1,1920,1950,7500,2,68400
7,1573,2,544,1573,2,2002,2002,9808,3,227000
7,1339,2,484,1309,2,1990,1990,8049,2,180000
5,1040,2,484,1040,2,1977,2008,8800,3,150500
6,1824,0,0,912,2,1971,1971,9400,4,139000
6,2447,1,336,804,2,1919,1990,9638,4,169000
6,1412,1,280,780,1,1939,1950,6000,4,132500
6,1328,2,528,1328,1,1963,1963,9790,3,143000
5,1582,2,390,1624,2,1964,1964,36500,4,190000
8,1659,2,499,1501,2,2000,2000,5664,2,278000
8,1970,3,753,1085,2,2006,2006,11065,3,281000
5,1152,2,484,1152,1,1964,1964,14112,3,180500
5,1302,1,264,630,2,1972,1972,1680,3,119500
5,2372,1,432,994,2,1892,1965,6600,4,107500
7,1664,2,528,832,2,1976,1976,10140,4,162900
5,864,2,572,864,1,1955,1990,8172,2,115000
5,1052,1,288,1052,1,1968,1968,8400,3,138500
5,1128,2,525,1120,2,1963,1963,8700,3,155000
6,1072,2,525,547,2,2005,2006,3675,2,140000
10,5642,2,1418,6110,2,2008,2008,63887,3,160000
5,1246,1,305,1246,1,1959,1994,7500,3,154000
7,1983,2,490,978,2,1999,1999,10762,3,225000
6,1494,1,213,771,1,1942,1950,7500,3,177500
8,2526,3,844,1165,2,1994,1994,10120,4,290000
7,1616,3,834,1616,2,2005,2005,8688,3,232000
7,1708,2,380,976,2,2004,2004,3363,3,130000
9,1652,2,840,1652,2,2006,2007,13173,2,325000
7,1368,2,474,1368,2,2005,2006,6955,2,202500
5,990,2,480,990,1,1994,1995,8072,3,138000
5,1122,2,528,924,1,1948,2005,12000,2,147000
6,1294,2,496,1278,2,1991,1991,7153,3,179200
7,1902,2,567,1902,2,1959,2002,17500,3,335000
7,1274,2,508,1274,2,2005,2007,8814,3,203000
8,2810,2,750,1453,2,1990,1990,9572,4,302000
9,2599,3,779,1393,2,1999,1999,14774,4,333168
4,948,1,280,948,1,1954,1954,8190,3,119000
6,2112,2,576,952,2,1969,1969,11075,4,206900
8,1630,3,860,1622,2,2008,2008,10226,3,295493
7,1352,2,466,1352,2,2006,2007,4230,2,208900
8,1787,3,748,1753,2,2001,2002,14781,3,275000
4,948,1,248,864,1,1954,1954,10215,3,111000
6,1478,2,442,1478,1,1957,1957,8400,3,156500
3,720,1,287,0,1,1949,1950,6627,2,72500
7,1923,2,564,750,2,1992,1992,10186,3,190000
4,708,0,0,420,1,1940,1950,5330,2,82500
8,1795,3,895,1795,2,2006,2007,9986,2,147000
4,796,0,0,796,1,1922,1950,3636,2,55000
3,774,0,0,544,1,1931,2006,4270,3,79000
5,816,1,264,816,1,1982,2008,6600,3,130500
6,2792,2,520,1510,2,1920,1950,10440,5,256000
7,1632,2,462,935,2,1998,1998,9084,3,176500
8,1588,3,825,1588,2,2006,2006,10000,3,227000
5,954,2,576,911,1,1976,1976,10780,3,132500
4,816,1,288,816,1,1938,1958,8877,2,100000
5,1360,1,297,803,1,1938,1995,7200,2,125500
5,1365,2,440,765,1,1970,1970,2368,3,125000
6,1334,2,630,1350,2,1977,1977,9650,2,167900
5,1656,2,506,1656,2,1973,1973,9246,4,135000
4,693,0,0,693,1,1941,1950,4118,2,52500
7,1861,2,492,916,2,2002,2002,13450,3,200000
5,864,1,288,864,1,1972,1972,9560,3,128500
4,872,4,480,858,1,1971,1971,8294,3,123000
6,1114,2,576,1114,1,2003,2004,13695,3,155000
8,2169,2,647,1284,2,2002,2002,9375,3,228500
6,1913,2,342,896,1,1928,1950,7558,3,177000
7,1456,2,440,728,2,2006,2006,11103,3,155835
4,960,1,308,960,1,1920,1950,6000,2,108500
7,2156,2,508,1568,2,1968,2003,20781,3,262500
8,1776,3,712,1732,2,2006,2007,15306,3,283463
7,1494,2,514,1482,2,1998,1998,16196,3,215000
8,2358,0,0,684,2,1872,1987,5250,4,122000
5,2634,4,968,1248,2,1969,1969,11643,6,200000
6,1716,2,490,858,1,1962,1962,9247,4,171000
6,1176,2,624,698,1,1937,2000,6000,2,134900
8,3238,3,666,2033,2,1995,1996,14720,4,410000
7,1865,3,839,992,2,2000,2000,10316,3,235000
7,1920,2,487,570,3,1968,1992,10192,4,170000
5,892,1,264,864,1,1966,1966,9477,3,110000
5,1078,2,500,1078,1,1971,2008,12537,3,149900
6,1573,2,440,756,2,2000,2000,2117,3,177500
9,1980,3,770,1980,2,2004,2005,16737,3,315000
5,2601,2,621,612,3,1921,1998,9842,4,189000
7,1530,2,430,1530,2,2005,2005,16158,3,260000
4,1738,1,368,715,2,1920,2007,12513,4,104900
6,1412,2,432,616,2,2006,2007,8499,3,156932
7,1200,2,480,600,2,2005,2005,3180,2,144152
7,1674,2,663,814,2,2000,2000,7500,3,216000
7,1790,2,588,873,2,1999,1999,9179,3,193000
5,1475,1,336,757,2,1977,1977,2665,4,127000
6,848,2,420,848,1,2003,2004,4435,1,144000
8,1668,2,502,1657,2,2003,2003,10635,3,232000
4,1374,1,338,840,1,1920,1950,5400,2,105000
6,1661,1,377,992,1,1955,1996,9600,3,165500
7,2097,2,583,1108,2,1998,1998,9750,3,274300
10,2633,3,804,2633,2,2001,2002,11400,2,466500
7,1958,3,936,1026,2,2005,2005,10625,3,250000
8,1571,3,722,1571,2,2007,2007,10991,3,239000
6,790,1,160,768,1,1930,1950,6292,2,91000
5,1604,2,660,984,2,1941,1960,10998,3,117000
6,987,1,264,483,1,1973,1973,1953,2,83000
5,1394,2,400,384,2,2006,2007,9735,3,167500
3,864,1,200,864,1,1914,1950,8212,2,58500
6,2117,2,550,1205,2,1970,1970,12925,4,237500
7,1762,2,576,596,1,1920,1950,7200,4,157000
5,1416,2,576,816,2,1918,2007,25339,3,112000
6,1258,1,280,560,1,1939,1950,9060,2,105000
4,1154,1,240,796,1,1922,2007,5436,3,125500
7,2784,2,564,1392,3,1978,1978,16692,5,250000
6,2526,1,216,714,2,1916,1950,8520,5,136000
9,1746,3,758,1746,2,2006,2007,14892,3,377500
6,1218,2,440,735,1,1941,1950,6000,3,131000
7,1525,2,541,1525,2,2000,2000,9100,3,235000
5,1584,3,792,1584,2,1967,1967,8944,4,124000
5,900,1,288,864,1,1967,1967,7838,3,123000
6,1912,2,672,482,2,1905,2000,10800,3,163000
7,1500,3,648,1356,2,2006,2006,4045,2,246578
8,2482,3,642,1094,2,2005,2006,12665,4,281213
5,1687,2,572,747,1,1948,1950,57200,3,160000
5,1513,1,180,939,1,1920,2004,6120,4,137500
5,1904,1,240,1208,1,1950,1982,7200,3,138000
6,1608,1,216,976,2,1925,1990,6171,3,137450
6,1158,1,208,862,1,1929,1950,6000,3,120000
6,1593,2,398,839,2,2004,2004,7415,3,193000
7,1294,2,662,1286,2,2006,2006,6762,2,193879
8,1464,3,754,1485,2,2007,2007,15256,3,282922
3,1214,3,936,672,1,1915,1950,10410,3,105000
8,1646,2,482,1594,2,2004,2005,3842,2,275000
5,768,2,396,768,1,1972,2007,8445,2,133000
5,833,0,0,833,1,1985,1985,8780,3,112000
4,1363,2,528,622,1,1910,1950,7740,3,125500
7,2093,2,542,791,2,1986,1991,20544,3,215000
7,1840,2,622,944,2,2001,2001,12420,3,230000
6,1668,1,271,856,1,1950,2005,9600,3,140000
4,1040,2,420,0,2,1949,1950,7200,2,90000
8,1844,2,620,1844,2,2005,2006,10994,2,257000
6,1848,2,370,833,1,1923,2000,13053,4,207000
7,1569,3,660,1386,2,2007,2007,3635,1,175900
4,2290,2,560,777,2,1885,1950,11340,4,122500
8,2450,3,1069,1284,2,1998,1998,16545,3,340000
5,1144,1,336,1144,1,1963,1963,9204,3,124000
6,1844,2,540,1844,2,1969,1969,16381,3,223000
6,1416,2,776,708,2,1968,1968,11700,3,179900
6,1069,2,440,1069,2,1977,1977,4043,2,127500
6,848,2,420,848,1,2003,2003,4435,1,136500
6,2201,2,432,697,2,1966,1966,19690,4,274970
5,1344,1,484,1024,1,1958,1983,9503,2,144000
6,1252,2,528,1252,1,1959,1959,10721,3,142000
7,2127,2,525,1223,2,1994,1994,10944,3,271000
5,1558,1,288,913,1,1945,1950,10930,3,140000
5,804,1,240,788,1,1940,1992,7200,2,119000
6,1440,2,467,1440,2,1981,1981,12546,3,182900
5,1838,2,372,732,2,2005,2005,21930,4,192140
6,958,2,440,958,2,1976,1976,4928,2,143750
4,968,1,216,656,2,1927,2007,10800,4,64500
6,1792,2,451,936,2,2000,2000,10261,3,186500
5,1126,2,484,1126,2,1977,1977,17400,3,160000
6,1537,2,462,1319,1,1962,2005,8400,3,174000
4,864,2,528,864,1,1971,1971,9000,3,120500
8,1932,3,774,1932,2,2008,2008,12444,2,394617
6,1236,2,923,912,1,1957,1996,7407,2,149700
7,1725,2,550,539,2,1979,1979,11584,3,197000
6,2555,2,672,588,2,1922,1994,11526,3,191000
6,848,2,420,848,1,2004,2004,4426,1,149300
10,2007,3,812,1017,2,2008,2008,11003,3,310000
6,952,1,192,952,1,1916,1950,8854,2,121000
7,1422,2,626,1422,2,2004,2004,8500,3,179600
6,913,1,240,814,1,1966,1966,8400,3,129000
5,1188,1,312,1188,1,1962,1962,26142,3,157900
8,2090,2,556,1220,2,1995,1996,10000,3,240000
4,1346,1,384,560,1,1910,2000,11767,2,112000
5,630,0,0,630,1,1970,1970,1533,1,92000
5,1792,0,0,896,2,1974,1974,9000,4,136000
8,1578,3,840,1573,2,2008,2009,9262,3,287090
5,1072,2,525,547,1,2005,2005,3675,2,145000
5,1140,0,0,1140,1,2006,2006,17217,3,84500
7,1221,2,400,1221,2,2004,2005,7500,2,185000
6,1647,2,460,953,2,1999,2000,7917,3,175000
6,2073,2,500,1542,2,1978,1988,13175,3,210000
7,2340,1,252,1152,2,1941,2006,9042,4,266500
5,1078,1,240,1078,1,1950,1996,9717,2,142125
5,1256,1,276,1256,1,1965,1965,9937,3,147500
